id,mcc,mnc,lac,cellid,lat,lon,range_meters,radio,samples,avg_signal,changeable,rnc,cid,tac,pci,area_name,scraped_at,operator,distance_km_to_up9,bearing_deg_from_up9,estimated_bands
169,722,7,2761,133641225,-31.57,-60.745,1835,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.008,197.5,B28 (700); B4 (AWS); B7 (2600)
233,722,34,702,20103,-31.573,-60.721,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.02,178.6,B5 (850); B2 (1900)
244,722,7,2761,133635075,-31.57,-60.7,1000,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.025,162.1,B28 (700); B4 (AWS); B7 (2600)
186,722,34,10770,17942018,-31.573,-60.73,2009,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.051,185.5,B28 (700); B4 (AWS); B7 (2600)
173,722,310,23204,1173249,-31.569,-60.75,1000,LTE,1,0,True,0,0,23204,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.06,201.4,B28 (700); B4 (AWS); B7 (2600)
174,722,310,13204,24497052,-31.569,-60.75,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.06,201.4,B5 (850); B1 (2100)
253,722,310,3224,43327,-31.57,-60.698,2690,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.086,160.6,B5 (850); B2 (1900)
168,722,310,13201,20141676,-31.57,-60.748,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.098,199.6,B5 (850); B1 (2100)
232,722,310,13204,24457633,-31.574,-60.726,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.136,182.4,B5 (850); B1 (2100)
187,722,310,3224,63810,-31.573,-60.737,3898,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.146,190.8,B5 (850); B2 (1900)
231,722,310,13201,20166917,-31.574,-60.728,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.146,183.9,B5 (850); B1 (2100)
243,722,34,794,6881789,-31.573,-60.707,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.176,168.0,B5 (850); B1 (2100)
167,722,34,10791,17971460,-31.57,-60.752,1000,LTE,1,0,True,0,0,10791,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.234,202.5,B28 (700); B4 (AWS); B7 (2600)
506,722,310,13204,24482386,-31.449,-60.75,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.245,339.1,B5 (850); B1 (2100)
229,722,34,704,40001,-31.575,-60.726,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.247,182.4,B5 (850); B2 (1900)
163,722,34,10770,17971460,-31.572,-60.746,3792,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.248,197.6,B28 (700); B4 (AWS); B7 (2600)
230,722,310,13200,20121584,-31.575,-60.718,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.255,176.4,B5 (850); B1 (2100)
256,722,310,13201,20122085,-31.567,-60.685,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.292,150.6,B5 (850); B1 (2100)
185,722,34,770,7741111,-31.575,-60.732,2364,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.293,186.9,B5 (850); B1 (2100)
254,722,310,13204,24447461,-31.57,-60.692,1466,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.294,156.4,B5 (850); B1 (2100)
172,722,34,10770,17994240,-31.569,-60.757,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.329,206.2,B28 (700); B4 (AWS); B7 (2600)
183,722,310,3224,33810,-31.575,-60.736,1578,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.348,189.8,B5 (850); B2 (1900)
171,722,34,10770,17995013,-31.57,-60.755,2584,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.348,204.5,B28 (700); B4 (AWS); B7 (2600)
319,722,34,791,6881432,-31.556,-60.667,1223,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.367,134.1,B5 (850); B1 (2100)
499,722,310,3223,13905,-31.469,-60.784,5867,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.371,308.1,B5 (850); B2 (1900)
165,722,34,10791,17971457,-31.571,-60.753,1000,LTE,1,0,True,0,0,10791,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.373,202.8,B28 (700); B4 (AWS); B7 (2600)
170,722,34,10770,17994246,-31.57,-60.756,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.388,205.2,B28 (700); B4 (AWS); B7 (2600)
508,722,7,2761,134150657,-31.445,-60.74,5219,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.397,347.3,B28 (700); B4 (AWS); B7 (2600)
184,722,34,770,7734562,-31.575,-60.739,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.401,192.0,B5 (850); B1 (2100)
164,722,34,794,6882722,-31.571,-60.755,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.449,204.2,B5 (850); B1 (2100)
220,722,34,714,50103,-31.577,-60.722,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.463,179.4,B5 (850); B2 (1900)
221,722,310,3224,23999,-31.577,-60.724,5702,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.464,180.9,B5 (850); B2 (1900)
228,722,34,714,20103,-31.577,-60.725,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.466,181.6,B5 (850); B2 (1900)
227,722,34,714,30103,-31.577,-60.725,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.466,181.6,B5 (850); B2 (1900)
222,722,310,13204,24446960,-31.577,-60.72,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.468,178.0,B5 (850); B1 (2100)
224,722,310,13204,24482808,-31.577,-60.719,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.472,177.2,B5 (850); B1 (2100)
223,722,34,770,7733598,-31.577,-60.728,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.479,183.8,B5 (850); B1 (2100)
255,722,310,13201,20126918,-31.569,-60.685,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.486,151.4,B5 (850); B1 (2100)
166,722,34,10770,17994245,-31.571,-60.756,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.488,204.8,B28 (700); B4 (AWS); B7 (2600)
182,722,34,10770,17942021,-31.576,-60.738,1798,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.491,191.1,B28 (700); B4 (AWS); B7 (2600)
225,722,310,3200,23999,-31.577,-60.715,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.499,174.3,B5 (850); B2 (1900)
226,722,34,794,6889145,-31.577,-60.715,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.499,174.3,B5 (850); B1 (2100)
509,722,7,2761,134173697,-31.444,-60.74,1000,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.505,347.4,B28 (700); B4 (AWS); B7 (2600)
180,722,34,702,30103,-31.577,-60.733,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.525,187.4,B5 (850); B2 (1900)
242,722,310,53204,1185026,-31.576,-60.704,2561,LTE,1,0,True,0,0,53204,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.565,166.4,B28 (700); B4 (AWS); B7 (2600)
181,722,34,770,7734698,-31.577,-60.736,4741,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.567,189.5,B5 (850); B1 (2100)
210,722,310,3224,15808,-31.578,-60.722,1222,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.574,179.4,B5 (850); B2 (1900)
219,722,34,10770,17942023,-31.578,-60.722,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.574,179.4,B28 (700); B4 (AWS); B7 (2600)
217,722,34,714,40125,-31.578,-60.721,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.576,178.7,B5 (850); B2 (1900)
215,722,34,714,60103,-31.578,-60.721,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.576,178.7,B5 (850); B2 (1900)
218,722,34,10770,17942020,-31.578,-60.725,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.577,181.6,B28 (700); B4 (AWS); B7 (2600)
212,722,7,2731,8376128,-31.578,-60.725,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.577,181.6,B5 (850); B1 (2100)
214,722,34,714,10139,-31.578,-60.72,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.579,178.0,B5 (850); B2 (1900)
209,722,34,714,50243,-31.578,-60.72,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.579,178.0,B5 (850); B2 (1900)
213,722,310,23204,1185026,-31.578,-60.72,1000,LTE,1,0,True,0,0,23204,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.579,178.0,B28 (700); B4 (AWS); B7 (2600)
211,722,310,13201,20136917,-31.578,-60.728,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.59,183.7,B5 (850); B1 (2100)
216,722,310,3200,15808,-31.578,-60.717,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.594,175.8,B5 (850); B2 (1900)
162,722,34,10770,17994248,-31.573,-60.755,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.652,203.5,B28 (700); B4 (AWS); B7 (2600)
503,722,7,2761,1177861,-31.449,-60.761,1000,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.678,331.8,B28 (700); B4 (AWS); B7 (2600)
203,722,34,10770,17944838,-31.579,-60.722,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.686,179.4,B28 (700); B4 (AWS); B7 (2600)
206,722,34,10770,18475284,-31.579,-60.722,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.686,179.4,B28 (700); B4 (AWS); B7 (2600)
204,722,34,770,7733608,-31.579,-60.722,3271,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.686,179.4,B5 (850); B1 (2100)
208,722,34,770,7733757,-31.579,-60.722,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.686,179.4,B5 (850); B1 (2100)
207,722,34,770,7741110,-31.579,-60.722,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.686,179.4,B5 (850); B1 (2100)
202,722,7,2731,8375728,-31.579,-60.725,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.688,181.5,B5 (850); B1 (2100)
201,722,7,2731,8373956,-31.579,-60.726,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.691,182.3,B5 (850); B1 (2100)
205,722,7,2761,133641224,-31.579,-60.727,1000,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.695,183.0,B28 (700); B4 (AWS); B7 (2600)
241,722,310,13201,20176918,-31.577,-60.702,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.719,165.2,B5 (850); B1 (2100)
251,722,310,13201,20156918,-31.574,-60.691,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.74,157.1,B5 (850); B1 (2100)
517,722,7,2761,134150660,-31.442,-60.741,4102,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.743,347.1,B28 (700); B4 (AWS); B7 (2600)
161,722,310,13204,24467643,-31.575,-60.752,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.751,200.9,B5 (850); B1 (2100)
200,722,310,13204,24457806,-31.58,-60.726,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.802,182.2,B5 (850); B1 (2100)
179,722,34,10770,17942024,-31.579,-60.739,1893,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.837,191.3,B28 (700); B4 (AWS); B7 (2600)
249,722,7,2761,133635073,-31.575,-60.691,1000,LTE,1,0,True,0,0,2761,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.843,157.4,B28 (700); B4 (AWS); B7 (2600)
178,722,34,794,6889149,-31.58,-60.732,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,7.845,186.4,B5 (850); B1 (2100)
252,722,7,2731,8377315,-31.574,-60.688,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.855,155.2,B5 (850); B1 (2100)
160,722,310,3225,13801,-31.577,-60.75,2022,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,7.895,199.0,B5 (850); B2 (1900)
519,722,7,2731,2541627,-31.44,-60.741,3065,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,7.96,347.5,B5 (850); B1 (2100)
518,722,310,3224,13825,-31.44,-60.743,2802,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.003,346.2,B5 (850); B2 (1900)
513,722,310,13205,22809365,-31.443,-60.754,12293,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.004,338.3,B5 (850); B1 (2100)
504,722,310,13204,22808863,-31.445,-60.761,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.073,333.3,B5 (850); B1 (2100)
158,722,34,791,6882782,-31.579,-60.749,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.076,197.9,B5 (850); B1 (2100)
250,722,34,704,10003,-31.575,-60.685,1444,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.078,153.7,B5 (850); B2 (1900)
247,722,310,13201,20166918,-31.578,-60.691,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.152,158.3,B5 (850); B1 (2100)
248,722,7,2731,8376126,-31.577,-60.687,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,8.198,155.6,B5 (850); B1 (2100)
157,722,34,10770,17994253,-31.579,-60.753,1402,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.201,200.4,B28 (700); B4 (AWS); B7 (2600)
514,722,310,13204,24472386,-31.442,-60.757,1000,LTE,1,0,True,0,0,13204,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.216,336.7,B28 (700); B4 (AWS); B7 (2600)
159,722,34,10770,17994241,-31.579,-60.754,1519,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.234,201.0,B28 (700); B4 (AWS); B7 (2600)
512,722,34,791,6881427,-31.45,-60.671,1919,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.275,36.4,B5 (850); B1 (2100)
515,722,310,13204,24447724,-31.438,-60.75,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.399,342.1,B5 (850); B1 (2100)
246,722,34,10770,17963264,-31.58,-60.689,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.429,157.7,B28 (700); B4 (AWS); B7 (2600)
257,722,34,10770,17963267,-31.566,-60.662,1000,LTE,1,0,True,0,0,10770,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.494,137.3,B28 (700); B4 (AWS); B7 (2600)
479,722,34,791,6881297,-31.483,-60.807,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.524,290.5,B5 (850); B1 (2100)
480,722,310,13204,22814066,-31.483,-60.807,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.524,290.5,B5 (850); B1 (2100)
521,722,310,13204,24452386,-31.432,-60.718,4773,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.672,3.0,B5 (850); B1 (2100)
522,722,310,13204,24477724,-31.441,-60.678,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,8.759,29.0,B5 (850); B1 (2100)
520,722,7,2731,2546433,-31.433,-60.743,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,8.761,347.4,B5 (850); B1 (2100)
482,722,34,10794,17971459,-31.482,-60.81,1000,LTE,1,0,True,0,0,10794,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.829,290.5,B28 (700); B4 (AWS); B7 (2600)
481,722,34,10793,17955585,-31.482,-60.811,1000,LTE,1,0,True,0,0,10793,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,8.918,290.3,B28 (700); B4 (AWS); B7 (2600)
516,722,310,13204,24467818,-31.431,-60.747,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,9.067,345.3,B5 (850); B1 (2100)
533,722,310,3224,24482386,-31.427,-60.744,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,9.433,347.7,B5 (850); B1 (2100)
524,722,34,791,6888555,-31.435,-60.673,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,9.573,29.6,B5 (850); B1 (2100)
523,722,34,793,6881622,-31.436,-60.671,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,9.573,30.9,B5 (850); B1 (2100)
258,722,7,2701,26444,-31.559,-60.806,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,9.591,235.3,B5 (850); B2 (1900)
534,722,7,2731,2546431,-31.425,-60.744,2075,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,9.65,348.0,B5 (850); B1 (2100)
483,722,34,10794,17971456,-31.479,-60.818,1000,LTE,1,0,True,0,0,10794,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,9.657,290.8,B28 (700); B4 (AWS); B7 (2600)
526,722,7,2731,2541625,-31.421,-60.744,1736,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,10.086,348.5,B5 (850); B1 (2100)
535,722,310,13204,22824338,-31.419,-60.744,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.304,348.7,B5 (850); B1 (2100)
527,722,7,2731,8338774,-31.42,-60.757,4860,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,10.508,342.0,B5 (850); B1 (2100)
528,722,310,13204,24497818,-31.416,-60.746,1000,LTE,1,0,True,0,0,13204,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.669,348.1,B28 (700); B4 (AWS); B7 (2600)
530,722,310,13204,22814065,-31.415,-60.745,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.759,348.7,B5 (850); B1 (2100)
529,722,310,13205,24447724,-31.415,-60.745,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.759,348.7,B5 (850); B1 (2100)
536,722,310,13205,24477724,-31.424,-60.67,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.784,27.7,B5 (850); B1 (2100)
531,722,7,2731,8332879,-31.414,-60.745,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,10.868,348.8,B5 (850); B1 (2100)
553,722,310,13205,24502385,-31.412,-60.737,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.967,352.9,B5 (850); B1 (2100)
532,722,310,13204,22844065,-31.413,-60.745,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,10.977,348.9,B5 (850); B1 (2100)
537,722,310,13204,24477818,-31.422,-60.669,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,11.025,27.6,B5 (850); B1 (2100)
539,722,310,53205,2395652,-31.406,-60.747,1000,LTE,1,0,True,0,0,53205,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,11.777,348.8,B28 (700); B4 (AWS); B7 (2600)
538,722,310,13204,22829352,-31.406,-60.747,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,11.777,348.8,B5 (850); B1 (2100)
554,722,34,793,6888551,-31.405,-60.744,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.835,350.2,B5 (850); B1 (2100)
545,722,34,712,20192,-31.405,-60.747,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.886,348.9,B5 (850); B2 (1900)
547,722,34,712,30192,-31.405,-60.747,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.886,348.9,B5 (850); B2 (1900)
549,722,34,712,50192,-31.405,-60.747,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.886,348.9,B5 (850); B2 (1900)
543,722,34,712,60192,-31.405,-60.747,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.886,348.9,B5 (850); B2 (1900)
544,722,34,10793,17957637,-31.405,-60.747,1000,LTE,1,0,True,0,0,10793,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.886,348.9,B28 (700); B4 (AWS); B7 (2600)
550,722,399,60343,258130690,-31.405,-60.747,1000,LTE,1,0,True,0,0,60343,,recreo,2025-12-25 23:23:56.358020+00:00,Desconocido,11.886,348.9,unknown
548,722,7,712,2541625,-31.405,-60.747,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,11.886,348.9,B5 (850); B1 (2100)
542,722,7,2701,2541625,-31.405,-60.747,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,11.886,348.9,B5 (850); B1 (2100)
540,722,7,2731,8326891,-31.405,-60.747,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,11.886,348.9,B5 (850); B1 (2100)
541,722,7,2731,8330416,-31.405,-60.747,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,11.886,348.9,B5 (850); B1 (2100)
546,722,310,13205,24482386,-31.405,-60.749,1000,UMTS,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,11.924,348.0,B5 (850); B1 (2100)
551,722,34,10793,17957634,-31.404,-60.747,1000,LTE,1,0,True,0,0,10793,,recreo,2025-12-25 23:23:56.358020+00:00,Personal,11.995,349.0,B28 (700); B4 (AWS); B7 (2600)
552,722,310,3223,13842,-31.404,-60.748,3700,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Claro,12.014,348.5,B5 (850); B2 (1900)
525,722,7,2701,7052,-31.415,-60.816,1000,GSM,1,0,True,0,0,0,,recreo,2025-12-25 23:23:56.358020+00:00,Movistar,13.764,320.0,B5 (850); B2 (1900)
